Timestamp,Nombre del Laboratorio,Ciudad,Dirección,Teléfono,Correo electrónico,Descripción breve del laboratorio,Horario de Atencíon,¿ Realiza pruebas analíticas sobre algunas de estas drogas de abuso ?,¿ Realiza análisis de esta sustancia ? (Morfina),Tipo de muestra (Morfina),Tipo de análisis (Morfina),Metodo Analitico (Morfina),¿ Realiza análisis de esta sustancia ? (Canabinoides),Tipo de muestra (Canabinoides),Tipo de análisis (Canabinoides),Método Analítico (Canabinoides),¿ Realiza análisis de esta sustancia ? (Metanfetaminas),Tipo de muestra (Metanfetaminas),Tipo de análisis (Metanfetaminas),Método Analítico (Metanfetaminas),¿ Realiza análisis de esta sustancia ? (Metilfenidato),Tipo de muestra (Metilfenidato),Tipo de análisis (Metilfenidato),Método Analítico (Metilfenidato),¿ Realiza análisis de esta sustancia ? (Cocaína),Tipo de análisis (Cocaína),Tipo de muestra (Cocaína),Método Analítico (Cocaína),¿ Realiza análisis de esta sustancia ? (Metadona),Tipo de muestra (Metadona),Tipo de análisis (Metadona),Método Analítico (Metadona),¿ Realiza análisis de esta sustancia ? (Benzodiazepinas),Tipo de muestra (Benzodiazepinas),Tipo de análisis (Benzodiazepinas),Método Analítico (Benzodiazepinas),¿ Realiza análisis de esta sustancia ? (Oxycodona),Tipo de muestra (Oxycodona),Tipo de análisis (Oxycodona),Método Analítico (Oxycodona),¿ Realiza análisis de esta sustancia ? (Metacualona),Tipo de muestra (Metacualona),Tipo de análisis (Metacualona),Método Analítico (Metacualona),¿ Realiza análisis de esta sustancia ? (Acido Lisergico LSD),Tipo de muestra (Acido Lisergico LSD),Tipo de análisis (Acido Lisergico LSD),Método Analítico (Acido Lisergico LSD),¿ Realiza análisis de esta sustancia ? (Anfetaminas),Tipo de muestra (Anfetaminas),Tipo de análisis (Anfetaminas),Método Analítico (Anfetaminas),¿ Realiza análisis de esta sustancia ? (Heroína),Tipo de muestra (Heroína),Tipo de análisis (Heroína),Método Analítico (Heroína),¿ Realiza análisis de alguna otra droga de abuso ?,Tipo de sustancia,Tipo de análisis,Metodo Analitico
12/3/2013 21:26:27,LABORATORIO CLINICO MARIA EUGENIA TAMAYO GIRALDO,Segovia,CL CARATAL  52 -05,8316301,analisisclinico01@yahoo.com,Laboratorio que presta servicios de primer  y segundo nivel de complejidad  y que es apoyado por laboratorios referencia para pruebas especializadas. Realizamos pruebas cualitativas de drogas de abuso,7am -12m  y 2pm - 5pm,Si,No,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,No,,,,Si,Cualitativo,Orina,IA(Inmuno Ensayo),No,,,,No,,,,No,,,,No,,,,No,,,,,,,,No,,,,No,,,
12/4/2013 8:00:17,Hatolab Laboratorio Clinico,Bello,Calle 49 Nº 49-19,5993404,hatolab@une.net.co,,Lunes a Viernes 7 Am a 4 Pm,Si,No,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,No,,,,Si,Cualitativo,Orina,IA(Inmuno Ensayo),No,,,,No,,,,No,,,,No,,,,No,,,,,,,,No,,,,No,,,
12/4/2013 10:57:42,BIOTECNOLOGIA Y GENETICA S.A -BIOTECGEN S.A,Bogotá,CALLE 119 No.49-26,2145409,biotecgen@biotecgen.com.co,Organización privada dedicada a la prestación de servicios de laboratorio clínico y pruebas de biología molecular tanto en humanos como en animales.  ,LUNES A VIERNES 8:00 A.M -5:00 P.M,Si,No,,,,No,,,,No,,,,No,,,,No,,,,Si,Sangre,Cuantitativo,HPLC (Cromatografia de liquidos),No,,,,Si,Sangre,Cuantitativo,HPLC (Cromatografia de liquidos),No,,,,No,,,,,,,,No,,,,No,,,
12/4/2013 11:00:25,LABORATORIO CLINICA CHIA,Chia,CALLE 6 N. 10-125,8634126,laboratorioclinicachia@gmail.com,Laboratorio clinico de tercer nivel de complejidad intra-institucional que realiza pruebas toxicologicas de cocaina canbionides y benzodiacepinas.,24 horas,Si,No,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,No,,,,Si,Cualitativo,Orina,IA(Inmuno Ensayo),No,,,,Si,Orina,Cuantitativo,IA(Inmuno Ensayo),No,,,,No,,,,No,,,,,,,,No,,,,No,,,
12/4/2013 11:21:08,Karime Diaz,Bogotá,calle 26 sur #87-06,3005754302,labdiagnostik@gmail.com,"Laboratorio de nivel 1 de complejidad, realiza eventualmente pruebas rapidas de abuso de drogas",7 am-3 pm,Si,No,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,Si,Cualitativo,Orina,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,No,,,,No,,,,,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,
12/4/2013 15:04:43,LABORATORIO COLCAN,Bogotá,CALLE 49 Nº 13-60,7447555 EXT 2221,comercial3@laboratoriocolcan.com,"Laboratorio Clínico que realiza pruebas para el diagnóstico de enfermedades infecciosas, enfermedades de alto costo, pruebas hormonales, marcadores tumorales, cargas virales, monitoreo de drogas, toxicología.  Pertenecemos a la red de toxicología de la SDS.",7:00 a.m. a 6:00 p.m. de lunes a viernes en jornada continua y sábados de 7:30 a.m. a 1:00 p.m.,Si,Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,"Cualitativo, Cuantitativo",IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,Si,"Cualitativo, Cuantitativo",Orina,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cuantitativo,HPLC (Cromatografia de liquidos),Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,No,,,,,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,"Fenciclidina, Barbituricos, Fenotiacinas, antidrepresivs triciclicos, Anfetaminas, Extasis, Metadona,",Cualitativa,IA(Inmuno Ensayo)
12/4/2013 18:12:14,ASSBASALUD ESE,Manizales,CALLE 27 # 17-32,8802514 y  8800143,laboratorio@assbasalud.gov.co,"Laboratorio totalmente automatizado con equipos de ultima tecnología que realiza pruebas enmarcadas dentro de los niveles I, II, y III de complejidad.",al paciente de consulta externa de 7 a:m a 5 p:m y urgencias las 24 horas del dia.,Si,Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,Si,Cualitativo,Orina,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,No,,,,,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,extasis,Cualitativa,IA(Inmuno Ensayo)
12/5/2013 11:32:39,CENTRO MEDICO OCUPACIONAL DEL VALLE,Cali,CALLE 35 Norte Avenida 3-36,6684375-3217749857,ips.gerencia@gmail.com,Toma de Muestras cualitativas,7:30-8:30,Si,No,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Cualitativo,Orina,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,marihuana,Cualitativa,IA(Inmuno Ensayo)
12/5/2013 11:40:33,Dr. Mauricio Salas Linares,Cúcuta,Calle 20 No. OB-13 BARRIO BLANCO,5712179,mauricio_salaslinares@yahoo.es,"Laboratorio clinico de primer nivel, que presta servicios a una ips  en salud ocupacional, para el ingreso o desvinculacion labotral",7:00 a 11:00 y 2:00 a 5:00,Si,No,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,No,,,,Si,Cualitativo,Orina,IA(Inmuno Ensayo),No,,,,No,,,,No,,,,No,,,,No,,,,,,,,No,,,,No,,,
12/5/2013 11:48:32,LABORATORIO CLINICO ESPECIALIZADO LTDA,Pasto,Carrera 28 No. 17-39,7222487,lespecializadoltda@hotmail.com,Laboratorio Clinico certificado con ICONTEC baja la norma ISO 9001  de 2008. ,7-12am  2-6 pm,Si,Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,Si,Cualitativo,Orina,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,No,,,,,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,"barbituricos ,opiaceos",Cualitativa,IA(Inmuno Ensayo)
12/5/2013 12:13:28,LABORATORIO CLÍNICO ADIEL VASQUEZ QUIJANO - MARTHA BEATRIZ CASTILLO GARCÍA,Cúcuta,Av. 4 N|14-89 La Playa,5711462,adiel.vazquez@gmail.com,"Laboratorio Clínico particular donde se realizan exámenes de rutina y especializados y se cuenta con el servicio de laboratorios de referencia.
",6:30-13:00  15:00-17:00,Si,Si,Orina,Cualitativo,HPLC (Cromatografia de liquidos),Si,Orina,Cualitativo,HPLC (Cromatografia de liquidos),Si,Orina,Cualitativo,HPLC (Cromatografia de liquidos),No,,,,Si,Cualitativo,Orina,HPLC (Cromatografia de liquidos),Si,Orina,Cualitativo,HPLC (Cromatografia de liquidos),Si,Orina,Cualitativo,HPLC (Cromatografia de liquidos),No,,,,No,,,,No,,,,,,,,Si,Orina,Cualitativo,HPLC (Cromatografia de liquidos),Si,ANFETAMINAS-BARBITURICOS (SECOBARBITAL)-BENZODIAZEPINAS-METADONA,Cualitativa,HPLC (Cromatografia de liquidos)
12/5/2013 14:58:42,PROMOSALUD,Santa Marta,CRA 11 No 18-90 CENTRO MEDICO PABLO GARCIA INFANTE BARRIO TERRITORIAL,4233421,promosalud@promosalud.org,Laboratorio clinico de primer nivel,7a.m-12a.m-2p.m-6p.m,Si,No,,,,No,,,,No,,,,No,,,,Si,Cualitativo,Orina,IA(Inmuno Ensayo),No,,,,No,,,,No,,,,No,,,,No,,,,,,,,No,,,,Si,MARIHUANA,Cualitativa,IA(Inmuno Ensayo)
12/5/2013 16:43:19,IPS Laboratorio clinico especializado maria gisella ramirez,Neiva,calle 18 N0 6-39,8752300,labmgrm@hotmail.com,,7:00 am a 12 : 00Am y de 2 :00 pm a 6 : 00pm,Si,No,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,No,,,,No,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,No,,,,No,,,,,,,,No,,,,No,,,
12/6/2013 7:53:27,LABORATORIO HORMONAL DE NARIÑO SAS,Pasto,CARRERA 36 # 19-94,(2)7310204,hormolab.narino@gmail.com,"Entidad prestatoda de servicios de salud de primer, segundo y tercer nivel de complejidad  especializada en la realizacion de pruebas metabolicas y hormonales. Somos un laboratorio Clinico certificado ante INVIMA, para participar en la realizacion de estudios clinicos, junto con Fundacion centro de Obesidad y Metabolismo COMETA a cargo del Medico Endocrinologo Edgar Arcos Palma.",lunes a Sabado de 7 am a 12m y 2pm a 6 pm,Si,No,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,Si,Cualitativo,Orina,IA(Inmuno Ensayo),No,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,No,,,,No,,,,,,,,No,,,,Si,BENSODIAZEPINAS,Cualitativa,IA(Inmuno Ensayo)
12/6/2013 10:12:29,CENTROS ESPECIALIZADOS DE SAN VICENTE FUNDACION,Rionegro,KM 2.3 VIA AEROPUERTO LLANOGRANDE VEREDA LA CONVENCION,448717,mifb@sanvicentefundacion.com,Somos un laboratorio clinico de tercer nivel y contamos con el laboratorio clinico de Hospital Universitario de San vicente fundacion como nuestro laboratorio de referencia.,7am - 5 pm,Si,No,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,Si,Cuantitativo,Orina,IA(Inmuno Ensayo),No,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,No,,,,No,,,,,,,,No,,,,No,,,
12/6/2013 10:41:24,HSEQ SALUD EMPRESARIAL SAS,Bogotá,CLL 37 N. 17 A 03,2457034,hseq@hseqsalud.com,Somos una IPS en salud ocupacional,Lunes a Viernes 8:00 am a 4:00 pm y sabados 8:00 am a 11:00 am,Si,Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,Si,Cualitativo,Orina,IA(Inmuno Ensayo),No,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,No,,,,No,,,,,,,,No,,,,No,,,
12/6/2013 13:37:12,Laboratorio Clínico Hospital Universitario San Ignacio,Bogotá,Cra 7 #40-62. Piso 2,5946161. Ext 2412,cccardozo@husi.org.co,"Laboratorio Clínico hospitalario Universitario de alto nivel de complejidad, ademas de las secciones básicas, se realizan exámenes diagnósticos de hematologia y coagulación especial, Microbiología especial, Micología, Errores Innatos del Metabolismo, Citometría de flujo, Biologia Molecular Infecciosas, hormonas, inmunología, Medición de Niveles de medicamentos y drogas de Abuso",24 horas del día 7 días a la semana,Si,No,,,,Si,Orina,Cuantitativo,IA(Inmuno Ensayo),Si,Orina,Cuantitativo,IA(Inmuno Ensayo),No,,,,Si,Cuantitativo,Orina,IA(Inmuno Ensayo),No,,,,Si,Orina,Cuantitativo,IA(Inmuno Ensayo),No,,,,No,,,,No,,,,,,,,No,,,,Si,"Barbituricos, Opiaceos, Anfetaminas",Cuantitativa,IA(Inmuno Ensayo)
12/7/2013 10:01:10,CARMENZA GOMEZ VARGAS,Armenia,CLL 4 N # 13 - 66,746 88 33,laboratorioclinicocargova@gmail.com,"Laboratorio Clinico Nivel 1.
",7:00 am a 12:00  m y de 2:00 pm a 6:00 pm Toma de muestras de 7:00 am a 11:00 am Y de 2:00 pm a 4:00 pm  Sábados de 8:00 am a 11:00 am,Si,Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,Si,Cualitativo,Orina,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,No,,,,,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,COCAINA,Cualitativa,IA(Inmuno Ensayo)
12/7/2013 10:43:43,DINAMICA IPS,Cúcuta,Calle 6N N°11E-123,(097) 5892400 Ext. 305,zulmorji@dinamicaips.com.co,Laboratorio de tercer nivel de Dinámica es una organización especializada en servicios de ayudas diagnósticas entre los cuáles se encuentra panel de drogas para COCAÍNA-METANFETAMINA-BARBITÚRICOS-MARIHUANA-METANFETAMINA-METADONA-METILENEDIOXIMETANFETAMINA-MORFINA-BENZODIAZEPINAS-ANTIDEPRECIVOS TRICLÍCOS.,24 HORAS,Si,Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,Si,Cualitativo,Orina,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,No,,,,No,,,,,,,,No,,,,No,,,
12/9/2013 19:50:09,Laboratorio Clínico García Beltrán S.A.S,Cúcuta,Av. 1 # 15-43 Cons. 711 Edf. Jericó - Barrio La Playa,(7) 5836555 - 3118537104,gb.lab@hotmail.com,"Ofrecemos servicios de toma de muestras y procesamiento de exámenes de apoyo diagnóstico en diversas áreas del laboratorio clínico, con pruebas de rutina y especializadas de baja y mediana complejidad dirigidas al tratamiento médico adecuado de los usuarios con diversas patologías, así como la promoción y prevención de las mismas. 

",Lunes a Domingo (6:30am-6:30pm),Si,Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,Si,Cualitativo,Orina,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,No,,,,No,,,,,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,"Anfetaminas (AMP), Barbitúricos (BAR), Antidepresivos triciclicos (TCA), Fenciclidina (PCP), Metilenedioximetanfetamina (MDMA)",Cualitativa,IA(Inmuno Ensayo)
12/11/2013 8:44:39,Mercy Blandon Schiller,Bogotá,Calle 139 No. 99 B 36 Piso 2,6846297,mercyblandon@hotmail.com,Laboratorio  nivel I y donde se realiza toma de muestra para todo tipo de exámenes tanto de rutina como especializados.,7: 00 a.m. a 5: 00 p.m.,Si,No,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,No,,,,Si,Cualitativo,Orina,IA(Inmuno Ensayo),No,,,,No,,,,No,,,,No,,,,No,,,,,,,,No,,,,No,,,
12/16/2013 13:57:31,Laboratorio Central de procesamientos CAFAM,Bogotá,Cra 16 Nº 52-35,3105111 est 5200,dlortiz@cafam.com.co,Laboratorio clinico de alta complejidad que procesa examenes de consulta externa para usuarios de Famisanar y nueva EPS,7:00 am a 5:00 pm,Si,No,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,No,,,,Si,Cualitativo,Orina,IA(Inmuno Ensayo),No,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,No,,,,No,,,,,,,,No,,,,No,,,
12/17/2013 18:03:39,LABORATORIOS DEL VALLE,Pasto,CARRERA31CNo19-19 LAS CUADRAS,7310460,labovalle@gmail.com,Realizamos pruebas cualitativas para cocaina y canabinoides,7:00 am a 6:00 pm en jornada continua sin interrupcion en el horario,Si,No,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,No,,,,Si,Cualitativo,Orina,IA(Inmuno Ensayo),No,,,,No,,,,No,,,,No,,,,No,,,,,,,,No,,,,No,,,
12/23/2013 11:55:36,Laboratorio clínico Mariana Caicedo Cubillos SAS,Bogotá,Cra 62 # 12 - 58 int 1,2601437,mcaicedoc@gmail.com,"El laboratorio presta sus servicios, para una IPS de Salud Ocupacional, razón por la cual se solicitan pruebas CUALITATIVAS para detección de drogas de abuso en panel de tres, cinco o diez sustancias.",7 a 5pm,Si,No,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,Si,Cualitativo,Orina,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,,No,,,,No,,,,,,,,No,,,,Si,antidepresivos triciclicos TCA,Cualitativa,IA(Inmuno Ensayo)
12/27/2013 14:51:07,Laboratorio clinico ELIZABETH ARTEAGA,Sogamoso,CRA. 9 No. 16-05,7739106,elizarteaga@hotmail.com,,7-5 p.m.,Si,Si,Orina,Cualitativo,GC-MS (Cromatrografia de gases acoplado a Masas),Si,Orina,Cualitativo,GC-MS (Cromatrografia de gases acoplado a Masas),Si,Orina,Cualitativo,GC-MS (Cromatrografia de gases acoplado a Masas),No,,,,Si,Cualitativo,Orina,GC-MS (Cromatrografia de gases acoplado a Masas),Si,Orina,Cualitativo,GC-MS (Cromatrografia de gases acoplado a Masas),Si,Orina,Cualitativo,GC-MS (Cromatrografia de gases acoplado a Masas),Si,Orina,Cualitativo,GC-MS (Cromatrografia de gases acoplado a Masas),No,,,,No,,,,,,,,No,,,,Si,anfetaminas,Cualitativa,GC-MS (Cromatrografia de gases acoplado a Masas)
12/29/2013 22:40:45,Jireh,Giron,Cra 26 n° 20 C -  08 Portal Campestre 5,6593872,jireh-laboratorioclinico@hotmail.com,"Laboratorio Clinico de Primer nivel, realizo cocaína y canabinoides en prueba cualitativa en orina.",7:00 am a 1 pm,Si,No,,,,Si,Orina,Cualitativo,HPLC (Cromatografia de liquidos),No,,,,No,,,,Si,Cualitativo,Orina,HPLC (Cromatografia de liquidos),No,,,,No,,,,No,,,,No,,,,No,,,,,,,,No,,,,No,,,
1/29/2014 22:42:14,LABTRON,Bogotá,CALLE 4 B 41 25,2772670  3713761,ldeaza@gmail.com,Laboratorio clínico especializado,7:00 A.M. - 5:00 P.M.,Si,Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Cualitativo,Orina,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),Si,Orina,Cualitativo,IA(Inmuno Ensayo),,,,,Si,Orina,Cualitativo,IA(Inmuno Ensayo),No,,,
